country_name,year,population
Holy See,2024,"86,260,417"
Holy See,2023,"85,816,199"
Holy See,2022,"85,341,241"
Holy See,2020,"84,135,428"
Holy See,2015,"79,646,178"
Holy See,2010,"73,195,345"
Holy See,2005,"68,704,715"
Holy See,2000,"64,113,547"
Holy See,1995,"59,305,490"
Holy See,1990,"54,324,142"
Holy See,1985,"49,175,673"
Holy See,1980,"44,089,069"
Holy See,1975,"39,673,590"
Holy See,1970,"35,540,990"
Holy See,1965,"31,374,536"
Holy See,1960,"27,510,980"
Holy See,1955,"23,821,353"
Holy See,2024,"129,388,467"
Holy See,2023,"128,455,567"
Holy See,2022,"127,504,125"
Holy See,2020,"125,998,302"
Holy See,2015,"120,149,897"
Holy See,2010,"112,532,401"
Holy See,2005,"105,442,402"
Holy See,2000,"97,873,442"
Holy See,1995,"89,969,572"
Holy See,1990,"81,720,428"
Holy See,1985,"74,872,006"
Holy See,1980,"67,705,186"
Holy See,1975,"58,691,882"
Holy See,1970,"50,289,306"
Holy See,1965,"42,737,991"
Holy See,1960,"36,268,055"
Holy See,1955,"31,452,141"
Holy See,2024,"143,957,079"
Holy See,2023,"144,444,359"
Holy See,2022,"144,713,314"
Holy See,2020,"145,617,329"
Holy See,2015,"144,668,389"
Holy See,2010,"143,242,599"
Holy See,2005,"143,800,049"
Holy See,2000,"146,844,839"
Holy See,1995,"148,557,451"
Holy See,1990,"148,005,704"
Holy See,1985,"142,896,392"
Holy See,1980,"138,257,420"
Holy See,1975,"133,841,842"
Holy See,1970,"130,093,010"
Holy See,1965,"126,400,607"
Holy See,1960,"119,735,095"
Holy See,1955,"110,971,852"
Holy See,2024,"114,484,252"
Holy See,2023,"112,716,598"
Holy See,2022,"110,990,103"
Holy See,2020,"107,465,134"
Holy See,2015,"97,723,799"
Holy See,2010,"87,252,413"
Holy See,2005,"79,075,310"
Holy See,2000,"71,371,371"
Holy See,1995,"64,166,908"
Holy See,1990,"57,214,630"
Holy See,1985,"50,035,843"
Holy See,1980,"43,748,556"
Holy See,1975,"38,775,584"
Holy See,1970,"34,781,986"
Holy See,1965,"30,818,469"
Holy See,1960,"27,034,499"
Holy See,2024,"99,497,680"
Holy See,2023,"98,858,950"
Holy See,2022,"98,186,856"
Holy See,2020,"96,648,685"
Holy See,2015,"92,191,398"
Holy See,2010,"87,411,012"
Holy See,2005,"83,142,095"
Holy See,2000,"79,001,142"
Holy See,1995,"73,759,110"
Holy See,1990,"66,912,613"
Holy See,1985,"59,811,313"
Holy See,1980,"52,968,270"
Holy See,1975,"46,969,616"
Holy See,1970,"41,928,849"
Holy See,1965,"37,466,077"
Holy See,1960,"32,718,461"
Holy See,1955,"28,263,031"
Holy See,1955,"23,841,701"
Holy See,2024,"122,631,432"
Holy See,2023,"123,294,513"
Holy See,2022,"123,951,692"
Holy See,2020,"125,244,761"
Holy See,2015,"127,250,933"
Holy See,2010,"128,105,431"
Holy See,2005,"127,798,373"
Holy See,2000,"126,803,861"
Holy See,1995,"125,433,969"
Holy See,1990,"123,686,321"
Holy See,1985,"121,119,031"
Holy See,1980,"117,624,196"
Holy See,1975,"112,411,640"
Holy See,1970,"105,416,839"
Holy See,1965,"99,468,746"
Holy See,1960,"94,464,839"
Holy See,1955,"90,090,281"
Holy See,2024,"89,809,781"
Holy See,2023,"89,172,767"
Holy See,2022,"88,550,570"
Holy See,2020,"87,290,193"
Holy See,2015,"81,790,841"
Holy See,2010,"75,373,855"
Holy See,2005,"70,182,594"
Holy See,2000,"65,544,383"
Holy See,1995,"60,794,809"
Holy See,1990,"55,793,629"
Holy See,1985,"47,266,160"
Holy See,1980,"38,520,664"
Holy See,1975,"32,856,976"
Holy See,1970,"28,449,705"
Holy See,1965,"24,667,026"
Holy See,1960,"21,388,806"
Holy See,1955,"18,873,864"
Holy See,2024,"174,701,211"
Holy See,2023,"172,954,319"
Holy See,2022,"171,186,372"
Holy See,2020,"167,420,951"
Holy See,2015,"157,830,000"
Holy See,2010,"148,391,139"
Holy See,2005,"140,912,590"
Holy See,2000,"129,193,327"
Holy See,1995,"117,793,338"
Holy See,1990,"107,147,651"
Holy See,1985,"95,959,099"
Holy See,1980,"83,929,765"
Holy See,1975,"74,700,345"
Holy See,1970,"67,541,860"
Holy See,1965,"58,500,159"
Holy See,1960,"50,396,429"
Holy See,1955,"44,315,548"
Holy See,2024,"217,637,297"
Holy See,2023,"216,422,446"
Holy See,2022,"215,313,498"
Holy See,2020,"213,196,304"
Holy See,2015,"205,188,205"
Holy See,2010,"196,353,492"
Holy See,2005,"186,797,334"
Holy See,2000,"175,873,720"
Holy See,1995,"163,515,328"
Holy See,1990,"150,706,446"
Holy See,1985,"136,783,180"
Holy See,1980,"122,288,383"
Holy See,1975,"108,700,515"
Holy See,1970,"96,369,875"
Holy See,1965,"84,623,747"
Holy See,1960,"73,092,515"
Holy See,1955,"62,701,031"
Holy See,2024,"229,152,217"
Holy See,2023,"223,804,632"
Holy See,2022,"218,541,212"
Holy See,2020,"208,327,405"
Holy See,2015,"183,995,785"
Holy See,2010,"160,952,853"
Holy See,2005,"140,490,722"
Holy See,2000,"122,851,984"
Holy See,1995,"108,187,610"
Holy See,1990,"95,214,257"
Holy See,1985,"83,585,251"
Holy See,1980,"72,951,439"
Holy See,1975,"62,851,312"
Holy See,1970,"55,569,264"
Holy See,1965,"49,925,799"
Holy See,1960,"44,928,342"
Holy See,1955,"40,839,223"
Holy See,2024,"245,209,815"
Holy See,2023,"240,485,658"
Holy See,2022,"235,824,862"
Holy See,2020,"227,196,741"
Holy See,2015,"210,969,298"
Holy See,2010,"194,454,498"
Holy See,2005,"174,372,098"
Holy See,2000,"154,369,924"
Holy See,1995,"133,117,476"
Holy See,1990,"115,414,069"
Holy See,1985,"97,121,552"
Holy See,1980,"80,624,057"
Holy See,1975,"68,126,999"
Holy See,1970,"59,290,872"
Holy See,1965,"51,841,626"
Holy See,1960,"45,954,226"
Holy See,2024,"279,798,049"
Holy See,2023,"277,534,122"
Holy See,2022,"275,501,339"
Holy See,2020,"271,857,970"
Holy See,2015,"259,091,970"
Holy See,2010,"244,016,173"
Holy See,2005,"228,805,144"
Holy See,2000,"214,072,421"
Holy See,1995,"198,140,162"
Holy See,1990,"182,159,874"
Holy See,1985,"165,791,694"
Holy See,1980,"148,177,096"
Holy See,1975,"131,213,215"
Holy See,1970,"115,228,394"
Holy See,1965,"101,157,868"
Holy See,1960,"88,382,881"
Holy See,1955,"77,741,502"
Holy See,1955,"41,023,128"
Holy See,2024,"341,814,420"
Holy See,2023,"339,996,563"
Holy See,2022,"338,289,857"
Holy See,2020,"335,942,003"
Holy See,2015,"324,607,776"
Holy See,2010,"311,182,845"
Holy See,2005,"296,842,670"
Holy See,2000,"282,398,554"
Holy See,1995,"265,660,556"
Holy See,1990,"248,083,732"
Holy See,1985,"235,146,182"
Holy See,1980,"223,140,018"
Holy See,1975,"211,274,535"
Holy See,1970,"200,328,340"
Holy See,1965,"189,703,283"
Holy See,1960,"176,188,578"
Holy See,1955,"161,136,449"
Holy See,2023,518
Holy See,2022,510
Holy See,2021,511
Holy See,2020,520
Holy See,2019,528
Holy See,2018,537
Holy See,2017,547
Holy See,2016,556
Holy See,2015,564
Holy See,2010,596
Holy See,2005,628
Holy See,2000,651
Holy See,1995,676
Holy See,1990,700
Holy See,1985,719
Holy See,1980,733
Holy See,1975,740
Holy See,1970,752
Holy See,1965,908
Holy See,1960,918
Holy See,1955,911
Holy See,2023,"1,893"
Holy See,2022,"1,871"
Holy See,2021,"1,849"
Holy See,2020,"1,827"
Holy See,2019,"1,752"
Holy See,2018,"1,621"
Holy See,2017,"1,486"
Holy See,2016,"1,427"
Holy See,2015,"1,454"
Holy See,2010,"1,367"
Holy See,2005,"1,429"
Holy See,2000,"1,666"
Holy See,1995,"1,632"
Holy See,1990,"1,669"
Holy See,1985,"1,739"
Holy See,1980,"1,647"
Holy See,1975,"1,621"
Holy See,1970,"1,714"
Holy See,1965,"1,896"
Holy See,1960,"1,795"
Holy See,1955,"1,629"
Holy See,2023,"3,791"
Holy See,2022,"3,780"
Holy See,2021,"3,764"
Holy See,2020,"3,747"
Holy See,2019,"3,710"
Holy See,2018,"3,656"
Holy See,2017,"3,598"
Holy See,2016,"3,508"
Holy See,2015,"3,408"
Holy See,2010,"3,187"
Holy See,2005,"3,204"
Holy See,2000,"3,080"
Holy See,1995,"2,735"
Holy See,1990,"2,332"
Holy See,1985,"2,232"
Holy See,1980,"2,240"
Holy See,1975,"2,280"
Holy See,1970,"2,274"
Holy See,1965,"2,308"
Holy See,1960,"2,265"
Holy See,1955,"2,187"
Holy See,2023,"1,935"
Holy See,2022,"1,934"
Holy See,2021,"1,937"
Holy See,2020,"1,942"
Holy See,2019,"1,921"
Holy See,2018,"1,887"
Holy See,2017,"1,869"
Holy See,2016,"1,861"
Holy See,2015,"1,847"
Holy See,2010,"1,812"
Holy See,2005,"1,856"
Holy See,2000,"2,074"
Holy See,1995,"2,339"
Holy See,1990,"2,533"
Holy See,1985,"2,848"
Holy See,1980,"3,637"
Holy See,1975,"4,270"
Holy See,1970,"5,185"
Holy See,1965,"5,316"
Holy See,1960,"4,876"
Holy See,1955,"4,673"
Holy See,2023,"4,386"
Holy See,2022,"4,390"
Holy See,2021,"4,417"
Holy See,2020,"4,500"
Holy See,2019,"4,505"
Holy See,2018,"4,359"
Holy See,2017,"4,699"
Holy See,2016,"5,085"
Holy See,2015,"5,059"
Holy See,2010,"4,938"
Holy See,2005,"4,693"
Holy See,2000,"5,138"
Holy See,1995,"8,342"
Holy See,1990,"10,805"
Holy See,1985,"11,113"
Holy See,1980,"11,452"
Holy See,1975,"11,533"
Holy See,1970,"11,402"
Holy See,1965,"11,725"
Holy See,1960,"12,100"
Holy See,1955,"13,432"
Holy See,2023,"5,314"
Holy See,2022,"5,374"
Holy See,2021,"5,404"
Holy See,2020,"5,420"
Holy See,2019,"5,447"
Holy See,2018,"5,472"
Holy See,2017,"5,495"
Holy See,2016,"5,510"
Holy See,2015,"5,497"
Holy See,2010,"5,321"
Holy See,2005,"5,532"
Holy See,2000,"6,024"
Holy See,1995,"6,344"
Holy See,1990,"6,608"
Holy See,1985,"6,650"
Holy See,1980,"6,397"
Holy See,1975,"6,125"
Holy See,1970,"5,760"
Holy See,1965,"5,469"
Holy See,1960,"5,368"
Holy See,1955,"5,311"
Holy See,2023,"5,840"
Holy See,2022,"5,862"
Holy See,2021,"5,883"
Holy See,2020,"5,906"
Holy See,2019,"5,925"
Holy See,2018,"5,944"
Holy See,2017,"5,957"
Holy See,2016,"5,965"
Holy See,2015,"5,978"
Holy See,2010,"6,052"
Holy See,2005,"6,115"
Holy See,2000,"6,274"
Holy See,1995,"6,412"
Holy See,1990,"6,324"
Holy See,1985,"6,227"
Holy See,1980,"6,106"
Holy See,1975,"5,949"
Holy See,1970,"5,537"
Holy See,1965,"5,152"
Holy See,1960,"4,925"
Holy See,1955,"4,726"
Holy See,2023,"10,994"
Holy See,2022,"10,967"
Holy See,2021,"10,861"
Holy See,2020,"10,681"
Holy See,2019,"10,480"
Holy See,2018,"10,258"
Holy See,2017,"10,044"
Holy See,2016,"9,842"
Holy See,2015,"9,643"
Holy See,2010,"8,988"
Holy See,2005,"8,044"
Holy See,2000,"7,082"
Holy See,1995,"6,144"
Holy See,1990,"5,168"
Holy See,1985,"4,016"
Holy See,1980,"2,983"
Holy See,1975,"2,575"
Holy See,1970,"2,417"
Holy See,1965,"2,346"
Holy See,1960,"2,193"
Holy See,1955,"2,130"
Holy See,2023,"11,396"
Holy See,2022,"11,312"
Holy See,2021,"11,204"
Holy See,2020,"11,069"
Holy See,2019,"10,956"
Holy See,2018,"10,865"
Holy See,2017,"10,828"
Holy See,2016,"10,852"
Holy See,2015,"10,877"
Holy See,2010,"10,550"
Holy See,2005,"9,912"
Holy See,2000,"9,638"
Holy See,1995,"9,585"
Holy See,1990,"9,182"
Holy See,1985,"8,329"
Holy See,1980,"7,731"
Holy See,1975,"6,381"
Holy See,1970,"5,814"
Holy See,1965,"5,548"
Holy See,1960,"5,404"
Holy See,1955,"5,195"
Holy See,2024,"119,106,224"
Holy See,2023,"117,337,368"
Holy See,2022,"115,559,009"
Holy See,2020,"112,190,977"
Holy See,2015,"103,031,365"
Holy See,2010,"94,636,700"
Holy See,2005,"86,261,250"
Holy See,2000,"77,958,223"
Holy See,1995,"69,250,468"
Holy See,1990,"61,558,898"
Holy See,1985,"54,812,660"
Holy See,1980,"48,419,546"
Holy See,1975,"42,394,433"
Holy See,1970,"37,435,586"
Holy See,1965,"32,805,538"
Holy See,1960,"28,486,871"
Holy See,1955,"23,027,910"
Holy See,2024,"129,719,719"
Holy See,2023,"126,527,060"
Holy See,2022,"123,379,924"
Holy See,2020,"117,190,911"
Holy See,2015,"102,471,895"
Holy See,2010,"89,237,791"
Holy See,2005,"77,469,940"
Holy See,2000,"67,031,867"
Holy See,1995,"57,476,536"
Holy See,1990,"47,878,073"
Holy See,1985,"40,285,965"
Holy See,1980,"34,945,469"
Holy See,1975,"32,252,783"
Holy See,1970,"28,308,246"
Holy See,1965,"24,727,506"
Holy See,1960,"21,739,710"
Holy See,1955,"19,703,738"
Holy See,2024,"105,625,114"
Holy See,2023,"102,262,808"
Holy See,2022,"99,010,212"
Holy See,2020,"92,853,164"
Holy See,2015,"78,656,904"
Holy See,2010,"66,391,257"
Holy See,2005,"56,550,247"
Holy See,2000,"48,616,317"
Holy See,1995,"43,285,791"
Holy See,1990,"35,987,541"
Holy See,1985,"30,800,051"
Holy See,1980,"26,708,686"
Holy See,1975,"23,052,715"
Holy See,1970,"20,151,733"
Holy See,1965,"17,438,254"
Holy See,1960,"15,276,558"
Holy See,1955,"13,638,427"
Holy See,2023,"11,502"
Holy See,2022,"11,572"
Holy See,2021,"11,627"
Holy See,2020,"11,655"
Holy See,2019,"11,714"
Holy See,2018,"11,816"
Holy See,2017,"11,936"
Holy See,2016,"12,060"
Holy See,2015,"12,182"
Holy See,2010,"13,142"
Holy See,2005,"14,553"
Holy See,2000,"14,723"
Holy See,1995,"14,180"
Holy See,1990,"13,454"
Holy See,1985,"12,794"
Holy See,1980,"11,315"
Holy See,1975,"9,723"
Holy See,2023,"12,780"
Holy See,2022,"12,668"
Holy See,2021,"12,511"
Holy See,2020,"12,315"
Holy See,2019,"12,132"
Holy See,2018,"11,924"
Holy See,2017,"11,682"
Holy See,2016,"11,437"
Holy See,2015,"11,185"
Holy See,2010,"10,241"
Holy See,2005,"10,318"
Holy See,2000,"10,377"
Holy See,1995,"10,316"
Holy See,1990,"9,598"
Holy See,1985,"8,313"
Holy See,1980,"7,635"
Holy See,1975,"7,199"
Holy See,1970,"6,663"
Holy See,1965,"5,804"
Holy See,1960,"4,582"
Holy See,1955,"3,818"
Holy See,1970,"9,377"
Holy See,1965,"8,887"
Holy See,1960,"8,780"
Holy See,1955,"9,616"
Holy See,2023,"15,899"
Holy See,2022,"15,857"
Holy See,2021,"15,753"
Holy See,2020,"15,585"
Holy See,2019,"15,380"
Holy See,2018,"15,181"
Holy See,2017,"15,015"
Holy See,2016,"14,813"
Holy See,2015,"14,525"
Holy See,2010,"13,172"
Holy See,2005,"12,128"
Holy See,2000,"11,047"
Holy See,1995,"9,601"
Holy See,1990,"8,316"
Holy See,1985,"6,907"
Holy See,1980,"6,560"
Holy See,1975,"6,463"
Holy See,1970,"6,283"
Holy See,1965,"6,018"
Holy See,1960,"5,752"
Holy See,1955,"5,752"
Holy See,2023,"17,044"
Holy See,2022,"17,011"
Holy See,2021,"17,003"
Holy See,2020,"17,029"
Holy See,2019,"17,110"
Holy See,2018,"17,253"
Holy See,2017,"17,395"
Holy See,2016,"17,546"
Holy See,2015,"17,695"
Holy See,2010,"17,212"
Holy See,2005,"15,146"
Holy See,2000,"15,897"
Holy See,1995,"17,735"
Holy See,1990,"17,123"
Holy See,1985,"16,657"
Holy See,1980,"17,651"
Holy See,1975,"18,863"
Holy See,1970,"20,470"
Holy See,1965,"18,767"
Holy See,1960,"17,631"
Holy See,1955,"16,129"
Holy See,2023,"18,058"
Holy See,2022,"18,055"
Holy See,2021,"18,024"
Holy See,2020,"17,972"
Holy See,2019,"17,916"
Holy See,2018,"17,864"
Holy See,2017,"17,837"
Holy See,2016,"17,816"
Holy See,2015,"17,794"
Holy See,2010,"18,540"
Holy See,2005,"19,831"
Holy See,2000,"19,726"
Holy See,1995,"17,209"
Holy See,1990,"15,293"
Holy See,1985,"13,644"
Holy See,1980,"12,252"
Holy See,1975,"12,607"
Holy See,1970,"11,366"
Holy See,1965,"10,563"
Holy See,1960,"9,446"
Holy See,1955,"8,252"
Holy See,2023,"31,538"
Holy See,2022,"31,305"
Holy See,2021,"31,122"
Holy See,2020,"30,910"
Holy See,2019,"30,610"
Holy See,2018,"30,335"
Holy See,2017,"30,060"
Holy See,2016,"29,739"
Holy See,2015,"29,366"
Holy See,2010,"27,556"
Holy See,2005,"23,497"
Holy See,2000,"20,104"
Holy See,1995,"17,674"
Holy See,1990,"15,617"
Holy See,1985,"13,202"
Holy See,1980,"11,109"
Holy See,1975,"10,282"
Holy See,1970,"9,581"
Holy See,1965,"8,018"
Holy See,1960,"7,850"
Holy See,1955,"7,516"
Holy See,2023,"27,148"
Holy See,2022,"27,026"
Holy See,2021,"26,706"
Holy See,2020,"26,153"
Holy See,2019,"25,570"
Holy See,2018,"24,970"
Holy See,2017,"24,366"
Holy See,2016,"23,770"
Holy See,2015,"23,164"
Holy See,2010,"20,224"
Holy See,2005,"16,724"
Holy See,2000,"13,960"
Holy See,1995,"13,206"
Holy See,1990,"12,604"
Holy See,1985,"12,063"
Holy See,1980,"11,543"
Holy See,1975,"10,646"
Holy See,1970,"9,681"
Holy See,1965,"8,482"
Holy See,1960,"7,678"
Holy See,1955,"7,527"
Holy See,2023,"32,077"
Holy See,2022,"31,791"
Holy See,2021,"31,948"
Holy See,2020,"32,553"
Holy See,2019,"33,121"
Holy See,2018,"33,852"
Holy See,2017,"34,496"
Holy See,2016,"34,811"
Holy See,2015,"35,020"
Holy See,2010,"36,458"
Holy See,2005,"33,452"
Holy See,2000,"29,610"
Holy See,1995,"29,435"
Holy See,1990,"28,127"
Holy See,1985,"15,714"
Holy See,1980,"7,776"
Holy See,1975,"6,656"
Holy See,1970,"5,802"
Holy See,1965,"4,832"
Holy See,1960,"4,135"
Holy See,1955,"3,538"
Holy See,2023,"33,642"
Holy See,2022,"33,660"
Holy See,2021,"33,745"
Holy See,2020,"34,007"
Holy See,2019,"34,178"
Holy See,2018,"34,156"
Holy See,2017,"34,056"
Holy See,2016,"33,834"
Holy See,2015,"33,570"
Holy See,2010,"31,608"
Holy See,2005,"29,508"
Holy See,2000,"26,823"
Holy See,1995,"24,886"
Holy See,1990,"23,132"
Holy See,1985,"22,241"
Holy See,1980,"21,346"
Holy See,1975,"19,803"
Holy See,1970,"18,169"
Holy See,1965,"17,273"
Holy See,1960,"15,556"
Holy See,1955,"13,967"
Holy See,2023,"32,688"
Holy See,2022,"32,649"
Holy See,2021,"32,669"
Holy See,2020,"32,709"
Holy See,2019,"32,685"
Holy See,2018,"32,648"
Holy See,2017,"32,602"
Holy See,2016,"32,565"
Holy See,2015,"32,520"
Holy See,2010,"31,262"
Holy See,2005,"29,155"
Holy See,2000,"27,741"
Holy See,1995,"27,412"
Holy See,1990,"27,317"
Holy See,1985,"28,674"
Holy See,1980,"28,734"
Holy See,1975,"27,973"
Holy See,1970,"26,685"
Holy See,1965,"23,910"
Holy See,1960,"21,822"
Holy See,1955,"21,541"
Holy See,2023,"36,297"
Holy See,2022,"36,469"
Holy See,2021,"36,686"
Holy See,2020,"36,922"
Holy See,2019,"37,034"
Holy See,2018,"37,029"
Holy See,2017,"37,044"
Holy See,2016,"37,071"
Holy See,2015,"36,760"
Holy See,2010,"33,178"
Holy See,2005,"32,141"
Holy See,2000,"32,465"
Holy See,1995,"31,482"
Holy See,1990,"30,329"
Holy See,1985,"28,807"
Holy See,1980,"27,076"
Holy See,1975,"25,524"
Holy See,1970,"24,270"
Holy See,1965,"23,022"
Holy See,1960,"21,797"
Holy See,1955,"20,430"
Holy See,2023,"39,584"
Holy See,2022,"39,327"
Holy See,2021,"39,039"
Holy See,2020,"38,756"
Holy See,2019,"38,482"
Holy See,2018,"38,181"
Holy See,2017,"37,889"
Holy See,2016,"37,609"
Holy See,2015,"37,355"
Holy See,2010,"35,926"
Holy See,2005,"34,603"
Holy See,2000,"33,026"
Holy See,1995,"30,890"
Holy See,1990,"28,765"
Holy See,1985,"26,785"
Holy See,1980,"25,003"
Holy See,1975,"23,030"
Holy See,1970,"21,089"
Holy See,1965,"18,500"
Holy See,1960,"16,472"
Holy See,1955,"14,945"
Holy See,2023,"41,996"
Holy See,2022,"41,569"
Holy See,2021,"42,050"
Holy See,2020,"43,413"
Holy See,2019,"44,728"
Holy See,2018,"45,989"
Holy See,2017,"47,187"
Holy See,2016,"48,329"
Holy See,2015,"49,410"
Holy See,2010,"53,416"
Holy See,2005,"54,337"
Holy See,2000,"54,224"
Holy See,1995,"50,702"
Holy See,1990,"46,047"
Holy See,1985,"38,962"
Holy See,1980,"31,988"
Holy See,1975,"27,047"
Holy See,1970,"23,969"
Holy See,1965,"18,154"
Holy See,1960,"15,374"
Holy See,1955,"14,062"
Holy See,2023,"43,914"
Holy See,2022,"44,273"
Holy See,2021,"45,035"
Holy See,2020,"46,189"
Holy See,2019,"47,321"
Holy See,2018,"48,424"
Holy See,2017,"49,463"
Holy See,2016,"50,448"
Holy See,2015,"51,368"
Holy See,2010,"54,849"
Holy See,2005,"57,254"
Holy See,2000,"58,230"
Holy See,1995,"53,401"
Holy See,1990,"47,818"
Holy See,1985,"39,663"
Holy See,1980,"32,886"
Holy See,1975,"29,573"
Holy See,1970,"27,075"
Holy See,1965,"23,391"
Holy See,1960,"20,085"
Holy See,1955,"19,826"
Holy See,2023,"44,222"
Holy See,2022,"44,175"
Holy See,2021,"44,042"
Holy See,2020,"43,621"
Holy See,2019,"42,980"
Holy See,2018,"42,246"
Holy See,2017,"41,883"
Holy See,2016,"41,346"
Holy See,2015,"40,205"
Holy See,2010,"33,034"
Holy See,2005,"31,494"
Holy See,2000,"30,489"
Holy See,1995,"31,596"
Holy See,1990,"27,845"
Holy See,1985,"19,064"
Holy See,1980,"12,243"
Holy See,1975,"8,906"
Holy See,1970,"6,260"
Holy See,1965,"4,161"
Holy See,1960,"2,646"
Holy See,1955,"1,973"
Holy See,2023,"46,062"
Holy See,2022,"45,703"
Holy See,2021,"45,114"
Holy See,2020,"44,276"
Holy See,2019,"43,080"
Holy See,2018,"41,487"
Holy See,2017,"39,844"
Holy See,2016,"38,246"
Holy See,2015,"36,538"
Holy See,2010,"29,726"
Holy See,2005,"23,995"
Holy See,2000,"18,744"
Holy See,1995,"15,101"
Holy See,1990,"11,709"
Holy See,1985,"9,577"
Holy See,1980,"7,598"
Holy See,1975,"6,451"
Holy See,1970,"5,665"
Holy See,1965,"5,650"
Holy See,1960,"5,604"
Holy See,1955,"5,127"
Holy See,2023,"47,755"
Holy See,2022,"47,657"
Holy See,2021,"47,606"
Holy See,2020,"47,642"
Holy See,2019,"47,712"
Holy See,2018,"47,761"
Holy See,2017,"47,785"
Holy See,2016,"47,788"
Holy See,2015,"47,790"
Holy See,2010,"47,403"
Holy See,2005,"46,725"
Holy See,2000,"45,461"
Holy See,1995,"42,550"
Holy See,1990,"40,636"
Holy See,1985,"42,144"
Holy See,1980,"43,097"
Holy See,1975,"43,888"
Holy See,1970,"44,968"
Holy See,1965,"52,016"
Holy See,1960,"56,660"
Holy See,1955,"52,347"
Holy See,2023,"49,796"
Holy See,2022,"49,551"
Holy See,2021,"49,481"
Holy See,2020,"49,587"
Holy See,2019,"49,858"
Holy See,2018,"50,304"
Holy See,2017,"50,729"
Holy See,2016,"51,133"
Holy See,2015,"51,514"
Holy See,2010,"54,087"
Holy See,2005,"69,025"
Holy See,2000,"80,338"
Holy See,1995,"48,717"
Holy See,1990,"48,002"
Holy See,1985,"32,041"
Holy See,1980,"17,613"
Holy See,1975,"15,269"
Holy See,1970,"10,143"
Holy See,1965,"10,229"
Holy See,1960,"8,702"
Holy See,1955,"7,635"
Holy See,2023,"56,643"
Holy See,2022,"56,466"
Holy See,2021,"56,243"
Holy See,2020,"56,026"
Holy See,2019,"55,931"
Holy See,2018,"55,931"
Holy See,2017,"55,928"
Holy See,2016,"55,916"
Holy See,2015,"55,895"
Holy See,2010,"56,351"
Holy See,2005,"56,887"
Holy See,2000,"56,184"
Holy See,1995,"55,788"
Holy See,1990,"55,599"
Holy See,1985,"53,220"
Holy See,1980,"50,106"
Holy See,1975,"49,151"
Holy See,1970,"45,434"
Holy See,1965,"38,539"
Holy See,1960,"32,124"
Holy See,1955,"26,295"
Holy See,2023,"53,270"
Holy See,2022,"53,090"
Holy See,2021,"52,889"
Holy See,2020,"52,415"
Holy See,2019,"51,681"
Holy See,2018,"50,955"
Holy See,2017,"50,230"
Holy See,2016,"49,500"
Holy See,2015,"48,816"
Holy See,2010,"48,410"
Holy See,2005,"48,291"
Holy See,2000,"45,660"
Holy See,1995,"43,805"
Holy See,1990,"47,479"
Holy See,1985,"45,575"
Holy See,1980,"43,054"
Holy See,1975,"40,626"
Holy See,1970,"38,416"
Holy See,1965,"36,346"
Holy See,1960,"34,154"
Holy See,1955,"32,127"
Holy See,2023,"64,069"
Holy See,2022,"64,184"
Holy See,2021,"64,185"
Holy See,2020,"64,031"
Holy See,2019,"63,812"
Holy See,2018,"63,571"
Holy See,2017,"63,275"
Holy See,2016,"63,068"
Holy See,2015,"63,144"
Holy See,2010,"63,447"
Holy See,2005,"62,959"
Holy See,2000,"61,371"
Holy See,1995,"59,465"
Holy See,1990,"57,470"
Holy See,1985,"55,611"
Holy See,1980,"53,565"
Holy See,1975,"53,256"
Holy See,1970,"52,019"
Holy See,1965,"47,074"
Holy See,1960,"42,026"
Holy See,1955,"39,136"
Holy See,2023,"69,310"
Holy See,2022,"68,706"
Holy See,2021,"68,136"
Holy See,2020,"67,311"
Holy See,2019,"66,134"
Holy See,2018,"64,884"
Holy See,2017,"63,581"
Holy See,2016,"62,255"
Holy See,2015,"60,911"
Holy See,2010,"54,074"
Holy See,2005,"46,727"
Holy See,2000,"39,658"
Holy See,1995,"32,802"
Holy See,1990,"26,027"
Holy See,1985,"21,313"
Holy See,1980,"17,100"
Holy See,1975,"13,791"
Holy See,1970,"10,533"
Holy See,1965,"9,366"
Holy See,1960,"8,473"
Holy See,2023,"73,040"
Holy See,2022,"72,737"
Holy See,2021,"72,412"
Holy See,2020,"71,995"
Holy See,2019,"71,428"
Holy See,2018,"70,823"
Holy See,2017,"70,403"
Holy See,2016,"70,075"
Holy See,2015,"70,007"
Holy See,2010,"68,755"
Holy See,2005,"68,674"
Holy See,2000,"68,346"
Holy See,1995,"69,201"
Holy See,1990,"69,481"
Holy See,1985,"71,596"
Holy See,1980,"72,978"
Holy See,1975,"71,300"
Holy See,1970,"68,895"
Holy See,1965,"63,744"
Holy See,1955,"8,129"
Holy See,1960,"59,379"
Holy See,1955,"51,895"
Holy See,2023,"80,088"
Holy See,2022,"79,824"
Holy See,2021,"79,034"
Holy See,2020,"77,700"
Holy See,2019,"76,343"
Holy See,2018,"75,013"
Holy See,2017,"73,837"
Holy See,2016,"72,540"
Holy See,2015,"71,746"
Holy See,2010,"71,519"
Holy See,2005,"79,826"
Holy See,2000,"66,097"
Holy See,1995,"62,928"
Holy See,1990,"53,569"
Holy See,1985,"43,809"
Holy See,1980,"35,611"
Holy See,1975,"27,640"
Holy See,1970,"19,860"
Holy See,1965,"13,563"
Holy See,1960,"9,443"
Holy See,1955,"6,116"
Holy See,2023,"84,710"
