country_name,year,population
Holy See,2020,"33,526,656"
Holy See,2015,"30,949,417"
Holy See,2010,"28,614,227"
Holy See,2005,"26,573,423"
Holy See,2000,"24,925,554"
Holy See,1995,"23,026,206"
Holy See,1990,"20,579,100"
Holy See,1985,"18,063,201"
Holy See,1980,"15,947,129"
Holy See,1975,"13,894,347"
Holy See,1970,"12,011,361"
Holy See,1965,"10,130,096"
Holy See,1960,"8,372,311"
Holy See,1955,"7,141,923"
Holy See,2024,"34,671,895"
Holy See,2023,"34,308,525"
Holy See,2022,"33,938,221"
Holy See,2020,"33,199,993"
Holy See,2015,"31,068,833"
Holy See,2010,"28,717,731"
Holy See,2005,"25,923,536"
Holy See,2000,"22,945,150"
Holy See,1995,"20,136,888"
Holy See,1990,"17,517,054"
Holy See,1985,"15,108,135"
Holy See,1980,"13,215,707"
Holy See,1975,"11,617,947"
Holy See,1970,"10,306,508"
Holy See,1965,"9,091,016"
Holy See,1960,"7,833,782"
Holy See,1955,"6,786,077"
Holy See,2024,"34,683,444"
Holy See,2023,"34,352,719"
Holy See,2022,"34,049,588"
Holy See,2020,"33,304,756"
Holy See,2015,"30,711,863"
Holy See,2010,"29,229,572"
Holy See,2005,"28,147,267"
Holy See,2000,"26,654,439"
Holy See,1995,"24,449,055"
Holy See,1990,"22,109,099"
Holy See,1985,"19,746,610"
Holy See,1980,"17,492,406"
Holy See,1975,"15,441,497"
Holy See,1970,"13,562,371"
Holy See,1965,"11,781,581"
Holy See,1960,"10,172,207"
Holy See,1955,"8,825,897"
Holy See,2024,"37,937,821"
Holy See,2023,"36,744,634"
Holy See,2022,"39,701,739"
Holy See,2020,"43,909,666"
Holy See,2015,"44,982,564"
Holy See,2010,"45,683,020"
Holy See,2005,"46,912,610"
Holy See,2000,"48,879,755"
Holy See,1995,"51,061,265"
Holy See,1990,"51,589,817"
Holy See,1985,"50,917,399"
Holy See,1980,"49,973,920"
Holy See,1975,"48,892,187"
Holy See,1970,"47,279,086"
Holy See,1965,"45,387,091"
Holy See,1960,"42,767,251"
Holy See,1955,"39,836,510"
Holy See,2024,"37,473,929"
Holy See,2023,"36,947,025"
Holy See,2022,"36,408,820"
Holy See,2020,"35,997,107"
Holy See,2015,"32,749,848"
Holy See,2010,"29,411,929"
Holy See,2005,"24,397,644"
Holy See,2000,"21,547,390"
Holy See,1995,"18,888,857"
Holy See,1990,"16,004,763"
Holy See,1985,"12,890,245"
Holy See,1980,"10,171,710"
Holy See,1975,"7,897,544"
Holy See,1970,"6,106,191"
Holy See,1965,"4,978,922"
Holy See,1960,"4,165,563"
Holy See,1955,"3,581,910"
Holy See,2024,"39,107,046"
Holy See,2023,"38,781,291"
Holy See,2022,"38,454,327"
Holy See,2020,"37,888,705"
Holy See,2015,"35,732,126"
Holy See,2010,"33,963,412"
Holy See,2005,"32,215,916"
Holy See,2000,"30,683,313"
Holy See,1995,"29,289,423"
Holy See,1990,"27,657,204"
Holy See,1985,"25,843,922"
Holy See,1980,"24,511,510"
Holy See,1975,"23,136,252"
Holy See,1970,"21,434,577"
Holy See,1965,"19,688,805"
Holy See,1960,"17,909,356"
Holy See,1955,"15,733,923"
Holy See,2024,"40,221,726"
Holy See,2023,"41,026,067"
Holy See,2022,"39,857,145"
Holy See,2020,"38,428,366"
Holy See,2015,"38,553,146"
Holy See,2010,"38,597,353"
Holy See,2005,"38,575,911"
Holy See,2000,"38,504,431"
Holy See,1995,"38,401,978"
Holy See,1990,"38,064,255"
Holy See,1985,"37,179,160"
Holy See,1980,"35,521,429"
Holy See,1975,"33,899,770"
Holy See,1970,"32,482,943"
Holy See,1965,"31,224,081"
Holy See,1960,"29,509,903"
Holy See,1955,"27,099,199"
Holy See,2024,"46,523,657"
Holy See,2023,"45,504,560"
Holy See,2022,"44,496,122"
Holy See,2020,"42,556,984"
Holy See,2015,"37,757,813"
Holy See,2010,"31,264,875"
Holy See,2005,"28,698,684"
Holy See,2000,"24,628,858"
Holy See,1995,"20,948,858"
Holy See,1990,"17,658,381"
Holy See,1985,"15,753,856"
Holy See,1980,"13,653,369"
Holy See,1975,"11,617,622"
Holy See,1970,"9,811,347"
Holy See,1965,"8,270,544"
Holy See,1960,"7,084,678"
Holy See,1955,"6,405,686"
Holy See,2024,"43,372,950"
Holy See,2023,"42,239,854"
Holy See,2022,"41,128,771"
Holy See,2020,"38,972,230"
Holy See,2015,"33,753,499"
Holy See,2010,"28,189,672"
Holy See,2005,"24,411,191"
Holy See,2000,"19,542,982"
Holy See,1995,"16,418,912"
Holy See,1990,"10,694,796"
Holy See,1985,"10,512,221"
Holy See,1980,"12,486,631"
Holy See,1975,"12,157,386"
Holy See,1970,"10,752,971"
Holy See,1965,"9,565,147"
Holy See,1960,"8,622,466"
Holy See,1955,"7,971,931"
Holy See,2024,"46,278,751"
Holy See,2023,"45,606,480"
Holy See,2022,"44,903,225"
Holy See,2020,"43,451,666"
Holy See,2015,"39,543,154"
Holy See,2010,"35,856,344"
Holy See,2005,"32,956,690"
Holy See,2000,"30,774,621"
Holy See,1995,"28,478,022"
Holy See,1990,"25,518,074"
Holy See,1985,"22,132,905"
Holy See,1980,"18,739,378"
Holy See,1975,"15,724,692"
Holy See,1970,"13,795,915"
Holy See,1965,"12,381,256"
Holy See,1960,"11,394,307"
Holy See,1955,"10,242,288"
Holy See,2024,"46,057,866"
Holy See,2023,"45,773,884"
Holy See,2022,"45,510,318"
Holy See,2020,"45,036,032"
Holy See,2015,"43,257,065"
Holy See,2010,"41,100,123"
Holy See,2005,"39,070,501"
Holy See,2000,"37,070,774"
Holy See,1995,"34,946,110"
Holy See,1990,"32,637,657"
Holy See,1985,"30,287,112"
Holy See,1980,"28,024,803"
Holy See,1975,"25,875,558"
Holy See,1970,"23,842,803"
Holy See,1965,"22,053,661"
Holy See,1960,"20,349,744"
Holy See,1955,"18,700,686"
Holy See,2024,"47,473,373"
Holy See,2023,"47,519,628"
Holy See,2022,"47,558,630"
Holy See,2020,"47,363,807"
Holy See,2015,"46,431,342"
Holy See,2010,"46,572,772"
Holy See,2005,"43,685,374"
Holy See,2000,"40,741,651"
Holy See,1995,"39,814,573"
Holy See,1990,"38,889,889"
Holy See,1985,"38,471,920"
Holy See,1980,"37,491,666"
Holy See,1975,"35,760,431"
Holy See,1970,"33,792,617"
Holy See,1965,"32,112,015"
Holy See,1960,"30,415,591"
Holy See,1955,"29,095,374"
Holy See,2024,"38,211,459"
Holy See,2023,"37,840,044"
Holy See,2022,"37,457,971"
Holy See,2020,"36,688,772"
Holy See,2015,"34,680,458"
Holy See,2010,"32,464,865"
Holy See,2005,"30,431,902"
Holy See,2000,"28,554,415"
Holy See,1995,"26,599,048"
Holy See,1990,"24,570,814"
Holy See,1985,"22,335,077"
Holy See,1980,"19,678,444"
Holy See,1975,"17,325,325"
Holy See,1970,"15,274,351"
Holy See,1965,"13,381,880"
Holy See,1960,"11,769,774"
Holy See,1955,"10,242,168"
Holy See,2024,"49,924,252"
Holy See,2023,"48,582,334"
Holy See,2022,"47,249,585"
Holy See,2020,"44,404,611"
Holy See,2015,"37,477,356"
Holy See,2010,"32,341,728"
Holy See,2005,"27,946,588"
Holy See,2000,"24,020,697"
Holy See,1995,"20,680,831"
Holy See,1990,"17,586,630"
Holy See,1985,"15,038,915"
Holy See,1980,"13,284,026"
Holy See,1975,"11,730,959"
Holy See,1970,"10,317,212"
Holy See,1965,"8,829,056"
Holy See,1960,"7,617,746"
Holy See,1955,"6,601,785"
Holy See,2024,"49,358,228"
Holy See,2023,"48,109,006"
Holy See,2022,"46,874,204"
Holy See,2020,"44,440,486"
Holy See,2015,"38,171,178"
Holy See,2010,"33,739,933"
Holy See,2005,"29,540,577"
Holy See,2000,"26,298,773"
Holy See,1995,"23,290,602"
Holy See,1990,"21,090,886"
Holy See,1985,"19,517,196"
Holy See,1980,"16,673,586"
Holy See,1975,"13,497,543"
Holy See,1970,"11,305,206"
Holy See,1965,"9,712,785"
Holy See,1960,"8,326,462"
Holy See,1955,"7,193,065"
Holy See,2024,"51,741,963"
Holy See,2023,"51,784,059"
Holy See,2022,"51,815,810"
Holy See,2020,"51,844,690"
Holy See,2015,"50,994,401"
Holy See,2010,"48,813,042"
Holy See,2005,"47,889,573"
Holy See,2000,"46,788,591"
Holy See,1995,"45,393,418"
Holy See,1990,"44,120,039"
Holy See,1985,"41,232,709"
Holy See,1980,"38,170,501"
Holy See,1975,"35,930,694"
Holy See,1970,"32,601,143"
Holy See,1965,"29,179,407"
Holy See,1960,"25,817,529"
Holy See,1955,"22,075,008"
Holy See,2024,"52,340,774"
Holy See,2023,"52,085,168"
Holy See,2022,"51,874,024"
Holy See,2020,"50,930,662"
Holy See,2015,"47,119,728"
Holy See,2010,"44,816,108"
Holy See,2005,"42,220,940"
Holy See,2000,"39,215,135"
Holy See,1995,"35,970,101"
Holy See,1990,"32,601,393"
Holy See,1985,"29,326,260"
Holy See,1980,"26,176,195"
Holy See,1975,"23,403,731"
Holy See,1970,"20,905,254"
Holy See,1965,"18,275,814"
Holy See,1960,"15,687,688"
Holy See,1955,"13,512,612"
Holy See,2024,"54,964,694"
Holy See,2023,"54,577,997"
Holy See,2022,"54,179,306"
Holy See,2020,"53,423,198"
Holy See,2015,"51,483,949"
Holy See,2010,"49,390,988"
Holy See,2005,"47,724,471"
Holy See,2000,"45,538,332"
Holy See,1995,"42,880,186"
Holy See,1990,"40,099,553"
Holy See,1985,"36,881,020"
Holy See,1980,"33,465,781"
Holy See,1975,"30,344,276"
Holy See,1970,"27,284,112"
Holy See,1965,"24,286,878"
Holy See,1960,"21,720,697"
Holy See,1955,"19,522,788"
Holy See,2024,"56,203,030"
Holy See,2023,"55,100,586"
Holy See,2022,"54,027,487"
Holy See,2020,"51,985,780"
Holy See,2015,"46,851,488"
Holy See,2010,"41,517,895"
Holy See,2005,"35,843,010"
Holy See,2000,"30,851,606"
Holy See,1995,"26,878,347"
Holy See,1990,"23,162,269"
Holy See,1985,"19,452,161"
Holy See,1980,"16,187,124"
Holy See,1975,"13,651,908"
Holy See,1970,"11,473,087"
Holy See,1965,"9,417,207"
Holy See,1960,"7,751,435"
Holy See,1955,"6,558,870"
Holy See,2024,"58,697,744"
Holy See,2023,"58,870,762"
Holy See,2022,"59,037,474"
Holy See,2020,"59,500,579"
Holy See,2015,"60,232,906"
Holy See,2010,"59,822,450"
Holy See,2005,"58,199,876"
Holy See,2000,"56,966,397"
Holy See,1995,"56,885,126"
Holy See,1990,"56,756,561"
Holy See,1985,"56,636,465"
Holy See,1980,"56,329,482"
Holy See,1975,"55,093,989"
Holy See,1970,"53,324,036"
Holy See,1965,"51,452,854"
Holy See,1960,"49,517,707"
Holy See,1955,"48,130,728"
Holy See,2024,"61,020,221"
Holy See,2023,"60,414,495"
Holy See,2022,"59,893,885"
Holy See,2020,"58,801,927"
Holy See,2015,"55,876,504"
Holy See,2010,"51,784,921"
Holy See,2005,"49,017,147"
Holy See,2000,"46,813,266"
Holy See,1995,"43,986,084"
Holy See,1990,"39,877,570"
Holy See,1985,"33,752,964"
Holy See,1980,"29,463,549"
Holy See,1975,"25,777,964"
Holy See,1970,"22,368,306"
Holy See,1965,"19,187,194"
Holy See,1960,"16,520,441"
Holy See,1955,"14,594,129"
Holy See,2024,"64,881,830"
Holy See,2023,"64,756,584"
Holy See,2022,"64,626,628"
Holy See,2020,"64,480,053"
Holy See,2015,"63,809,769"
Holy See,2010,"62,444,567"
Holy See,2005,"60,510,079"
Holy See,2000,"58,665,453"
Holy See,1995,"57,420,354"
Holy See,1990,"56,412,897"
Holy See,1985,"55,108,106"
Holy See,1980,"53,713,830"
Holy See,1975,"52,450,030"
Holy See,1970,"50,523,586"
Holy See,1965,"48,168,804"
Holy See,1960,"45,659,575"
Holy See,1955,"43,593,851"
Holy See,2024,"69,419,073"
Holy See,2023,"67,438,106"
Holy See,2022,"65,497,748"
Holy See,2020,"61,704,518"
Holy See,2015,"52,542,823"
Holy See,2010,"45,110,527"
Holy See,2005,"39,439,505"
Holy See,2000,"34,463,704"
Holy See,1995,"30,560,071"
Holy See,1990,"26,206,012"
Holy See,1985,"22,569,625"
Holy See,1980,"19,297,659"
Holy See,1975,"16,243,826"
Holy See,1970,"13,618,192"
Holy See,1965,"11,630,603"
Holy See,1960,"10,042,458"
Holy See,1955,"8,725,576"
Holy See,2024,"67,961,439"
Holy See,2023,"67,736,802"
Holy See,2022,"67,508,936"
Holy See,2020,"67,059,474"
Holy See,2015,"65,224,364"
Holy See,2010,"62,760,039"
Holy See,2005,"60,383,741"
Holy See,2000,"58,850,043"
Holy See,1995,"57,930,364"
Holy See,1990,"57,210,442"
Holy See,1985,"56,643,045"
Holy See,1980,"56,326,328"
Holy See,1975,"56,266,842"
Holy See,1970,"55,650,166"
Holy See,1965,"54,229,565"
Holy See,1960,"52,543,017"
Holy See,1955,"51,193,266"
Holy See,2024,"71,885,799"
Holy See,2023,"71,801,279"
Holy See,2022,"71,697,030"
Holy See,2020,"71,475,664"
Holy See,2015,"70,294,397"
Holy See,2010,"68,270,489"
Holy See,2005,"65,821,360"
Holy See,2000,"63,066,603"
Holy See,1995,"59,424,834"
Holy See,1990,"55,228,410"
Holy See,1985,"50,594,940"
Holy See,1980,"45,737,753"
Holy See,1975,"40,908,471"
Holy See,1970,"35,791,728"
Holy See,1965,"30,940,270"
Holy See,1960,"26,596,584"
Holy See,1955,"23,173,970"
Holy See,2024,"83,252,474"
Holy See,2023,"83,294,633"
Holy See,2022,"83,369,843"
Holy See,2020,"83,328,988"
Holy See,2015,"82,073,226"
Holy See,2010,"81,325,090"
Holy See,2005,"81,212,168"
Holy See,2000,"81,551,677"
Holy See,1995,"81,123,262"
Holy See,1990,"79,370,196"
Holy See,1985,"77,638,808"
Holy See,1980,"77,786,703"
Holy See,1975,"78,513,511"
Holy See,1970,"78,294,583"
Holy See,1965,"76,037,469"
Holy See,1960,"73,063,695"
Holy See,1955,"71,222,628"
Holy See,2024,"1,425,178,782"
Holy See,2023,"1,425,671,352"
Holy See,2022,"1,425,887,337"
Holy See,2020,"1,424,929,781"
Holy See,2015,"1,393,715,448"
Holy See,2010,"1,348,191,368"
Holy See,2005,"1,304,887,562"
Holy See,2000,"1,264,099,069"
Holy See,1995,"1,218,144,426"
Holy See,1990,"1,153,704,252"
Holy See,1985,"1,060,239,979"
Holy See,1980,"982,372,466"
Holy See,1975,"915,124,661"
Holy See,1970,"822,534,450"
Holy See,1965,"723,846,349"
Holy See,1960,"654,170,692"
Holy See,1955,"603,320,147"
Holy See,2024,"1,441,719,852"
Holy See,2023,"1,428,627,663"
Holy See,2022,"1,417,173,173"
Holy See,2020,"1,396,387,127"
Holy See,2015,"1,322,866,505"
Holy See,2010,"1,240,613,620"
Holy See,2005,"1,154,638,713"
Holy See,2000,"1,059,633,675"
Holy See,1995,"964,279,129"
Holy See,1990,"870,452,165"
Holy See,1985,"780,242,084"
Holy See,1980,"696,828,385"
Holy See,1975,"623,524,219"
Holy See,1970,"557,501,301"
Holy See,1965,"500,114,346"
Holy See,1960,"445,954,579"
Holy See,1955,"398,577,992"
